Order ID,Date,Customer ID,Item Code,Dish,Category,Quantity,Unit Price (₦),Discount %,Revenue (₦),Unit Cost (₦),Total Cost (₦),Gross Profit (₦),Order Channel,Payment Method,Meal Period,Hour,Rating
ORD-00235,46138,CUST-0189,FD004,Beans & Plantain,Traditional Meals,2,2000,0,4000,960,1920,2080,Walk-in,Cash,Dinner,20,5
ORD-00240,46138,CUST-0288,FD004,Beans & Plantain,Traditional Meals,2,2000,0,4000,960,1920,2080,Walk-in,POS,Dinner,17,4
ORD-00376,46138,CUST-0033,FD002,Jollof Rice & Chicken,Rice Meals,2,2800,0,5600,1450,2900,2700,Delivery,POS,Dinner,16,5
ORD-00938,46138,CUST-0206,FD002,Jollof Rice & Chicken,Rice Meals,1,2800,0,2800,1450,1450,1350,Delivery,Cash,Lunch,11,5
ORD-00940,46138,CUST-0272,FD001,White Rice & Stew,Rice Meals,3,1800,0,5400,820,2460,2940,Takeaway,Transfer,Lunch,14,4
ORD-01269,46138,CUST-0632,FD006,Eba & Egusi Soup,Swallow,3,2600,0,7800,1320,3960,3840,Delivery,POS,Dinner,17,3
ORD-00141,46139,CUST-0030,FD011,Bottled Water,Beverages,1,300,0,300,120,120,180,Takeaway,POS,Dinner,17,5
ORD-00142,46139,CUST-0468,FD005,Yam Porridge,Traditional Meals,2,2200,0,4400,1050,2100,2300,Walk-in,Cash,Dinner,16,5
ORD-00520,46139,CUST-0016,FD002,Jollof Rice & Chicken,Rice Meals,4,2800,0,11200,1450,5800,5400,Delivery,Cash,Lunch,12,5
ORD-00615,46139,CUST-0346,FD010,Soft Drink,Beverages,4,600,0,2400,280,1120,1280,Takeaway,Cash,Lunch,13,5
ORD-00687,46139,CUST-0616,FD009,Moi Moi,Sides,4,900,0,3600,380,1520,2080,Walk-in,POS,Lunch,11,4
ORD-00702,46139,CUST-0052,FD002,Jollof Rice & Chicken,Rice Meals,3,2800,0,8400,1450,4350,4050,Walk-in,Transfer,Dinner,16,
ORD-00981,46139,CUST-0590,FD008,Pounded Yam & Vegetable Soup,Swallow,3,3200,0,9600,1710,5130,4470,Walk-in,Cash,Breakfast,9,4
ORD-01177,46139,CUST-0133,FD007,Amala & Ewedu,Swallow,3,2500,0,7500,1250,3750,3750,Takeaway,POS,Breakfast,8,5
ORD-01287,46139,CUST-0200,FD006,Eba & Egusi Soup,Swallow,3,2600,0,7800,1320,3960,3840,Takeaway,Cash,Breakfast,9,
ORD-01364,46139,CUST-0192,FD004,Beans & Plantain,Traditional Meals,2,2000,0,4000,960,1920,2080,Walk-in,Transfer,Lunch,15,4
ORD-01503,46139,CUST-0063,FD002,Jollof Rice & Chicken,Rice Meals,1,2800,0,2800,1450,1450,1350,Walk-in,Transfer,Lunch,12,5
ORD-01519,46139,CUST-0186,FD005,Yam Porridge,Traditional Meals,2,2200,0,4400,1050,2100,2300,Takeaway,Transfer,Dinner,20,3
ORD-01742,46139,CUST-0197,FD008,Pounded Yam & Vegetable Soup,Swallow,4,3200,0.1,11520,1710,6840,4680,Delivery,Cash,Dinner,18,4
ORD-00495,46140,CUST-0431,FD004,Beans & Plantain,Traditional Meals,3,2000,0,6000,960,2880,3120,Walk-in,Cash,Lunch,14,3
ORD-00565,46140,CUST-0428,FD001,White Rice & Stew,Rice Meals,4,1800,0,7200,820,3280,3920,Walk-in,Transfer,Dinner,19,5
ORD-00621,46140,CUST-0343,FD006,Eba & Egusi Soup,Swallow,2,2600,0,5200,1320,2640,2560,Delivery,Transfer,Breakfast,9,3
ORD-00932,46140,CUST-0149,FD001,White Rice & Stew,Rice Meals,1,1800,0,1800,820,820,980,Walk-in,Transfer,Lunch,11,5
ORD-01284,46140,CUST-0434,FD003,Fried Rice & Chicken,Rice Meals,1,3000,0,3000,1580,1580,1420,Delivery,Transfer,Lunch,13,5
ORD-01313,46140,CUST-0637,FD004,Beans & Plantain,Traditional Meals,4,2000,0,8000,960,3840,4160,Takeaway,Transfer,Lunch,15,4
ORD-00524,46141,CUST-0429,FD004,Beans & Plantain,Traditional Meals,4,2000,0,8000,960,3840,4160,Delivery,Cash,Dinner,17,5
ORD-00652,46141,CUST-0227,FD004,Beans & Plantain,Traditional Meals,2,2000,0,4000,960,1920,2080,Walk-in,Transfer,Breakfast,9,5
ORD-00847,46141,CUST-0102,FD004,Beans & Plantain,Traditional Meals,1,2000,0,2000,960,960,1040,Walk-in,Transfer,Breakfast,9,4
ORD-00956,46141,CUST-0619,FD002,Jollof Rice & Chicken,Rice Meals,4,2800,0,11200,1450,5800,5400,Delivery,Transfer,Dinner,18,4
ORD-01076,46141,CUST-0450,FD010,Soft Drink,Beverages,2,600,0,1200,280,560,640,Walk-in,Transfer,Dinner,20,4
ORD-01167,46141,CUST-0646,FD001,White Rice & Stew,Rice Meals,2,1800,0,3600,820,1640,1960,Takeaway,Transfer,Breakfast,8,4
ORD-01261,46141,CUST-0226,FD007,Amala & Ewedu,Swallow,1,2500,0,2500,1250,1250,1250,Takeaway,Cash,Dinner,20,3
ORD-01282,46141,CUST-0329,FD002,Jollof Rice & Chicken,Rice Meals,1,2800,0,2800,1450,1450,1350,Walk-in,Transfer,Dinner,17,5
ORD-01550,46141,CUST-0038,FD006,Eba & Egusi Soup,Swallow,1,2600,0,2600,1320,1320,1280,Delivery,POS,Lunch,13,4
ORD-01794,46141,CUST-0194,FD007,Amala & Ewedu,Swallow,2,2500,0,5000,1250,2500,2500,Delivery,Transfer,Lunch,11,4
ORD-00010,46142,CUST-0517,FD003,Fried Rice & Chicken,Rice Meals,4,3000,0,12000,1580,6320,5680,Walk-in,Cash,Lunch,15,4
ORD-00015,46142,CUST-0121,FD007,Amala & Ewedu,Swallow,1,2500,0,2500,1250,1250,1250,Delivery,Transfer,Breakfast,9,4
ORD-00116,46142,CUST-0612,FD001,White Rice & Stew,Rice Meals,2,1800,0,3600,820,1640,1960,Walk-in,Transfer,Lunch,12,5
ORD-00153,46142,CUST-0530,FD001,White Rice & Stew,Rice Meals,4,1800,0,7200,820,3280,3920,Walk-in,POS,Dinner,17,5
ORD-00280,46142,CUST-0194,FD009,Moi Moi,Sides,2,900,0,1800,380,760,1040,Takeaway,Cash,Lunch,14,3
ORD-00416,46142,CUST-0288,FD008,Pounded Yam & Vegetable Soup,Swallow,4,3200,0,12800,1710,6840,5960,Delivery,POS,Lunch,12,3
ORD-00468,46142,CUST-0603,FD002,Jollof Rice & Chicken,Rice Meals,3,2800,0,8400,1450,4350,4050,Walk-in,Cash,Lunch,13,4
ORD-00600,46142,CUST-0017,FD002,Jollof Rice & Chicken,Rice Meals,2,2800,0.1,5040,1450,2900,2140,Takeaway,POS,Lunch,15,5
ORD-01067,46142,CUST-0584,FD002,Jollof Rice & Chicken,Rice Meals,4,2800,0,11200,1450,5800,5400,Walk-in,Cash,Lunch,14,4
ORD-01250,46142,CUST-0520,FD010,Soft Drink,Beverages,4,600,0,2400,280,1120,1280,Delivery,POS,Lunch,13,4
ORD-01387,46142,CUST-0104,FD008,Pounded Yam & Vegetable Soup,Swallow,3,3200,0,9600,1710,5130,4470,Walk-in,Cash,Breakfast,9,5
ORD-01405,46142,CUST-0595,FD012,Fried Plantain,Sides,3,700,0,2100,300,900,1200,Takeaway,Transfer,Breakfast,10,
ORD-01431,46142,CUST-0634,FD004,Beans & Plantain,Traditional Meals,2,2000,0,4000,960,1920,2080,Walk-in,POS,Dinner,16,4
ORD-01590,46142,CUST-0092,FD003,Fried Rice & Chicken,Rice Meals,3,3000,0,9000,1580,4740,4260,Walk-in,Cash,Dinner,20,5
ORD-01675,46142,CUST-0454,FD001,White Rice & Stew,Rice Meals,3,1800,0,5400,820,2460,2940,Delivery,POS,Lunch,12,4
ORD-00230,46143,CUST-0596,FD007,Amala & Ewedu,Swallow,4,2500,0,10000,1250,5000,5000,Walk-in,POS,Lunch,11,4
ORD-00500,46143,CUST-0309,FD002,Jollof Rice & Chicken,Rice Meals,4,2800,0,11200,1450,5800,5400,Walk-in,Cash,Lunch,12,5
ORD-00799,46143,CUST-0471,FD008,Pounded Yam & Vegetable Soup,Swallow,4,3200,0,12800,1710,6840,5960,Walk-in,Transfer,Lunch,11,4
ORD-01178,46143,CUST-0259,FD002,Jollof Rice & Chicken,Rice Meals,1,2800,0,2800,1450,1450,1350,Takeaway,Cash,Lunch,13,4
ORD-00064,46144,CUST-0502,FD009,Moi Moi,Sides,4,900,0,3600,380,1520,2080,Walk-in,Cash,Dinner,18,5
ORD-00449,46144,CUST-0390,FD007,Amala & Ewedu,Swallow,4,2500,0,10000,1250,5000,5000,Walk-in,Transfer,Dinner,20,4
ORD-01017,46144,CUST-0431,FD001,White Rice & Stew,Rice Meals,4,1800,0,7200,820,3280,3920,Walk-in,Transfer,Dinner,17,4
ORD-01237,46144,CUST-0508,FD005,Yam Porridge,Traditional Meals,1,2200,0,2200,1050,1050,1150,Walk-in,Transfer,Dinner,16,
ORD-01392,46144,CUST-0387,FD006,Eba & Egusi Soup,Swallow,1,2600,0,2600,1320,1320,1280,Delivery,Cash,Dinner,18,5
ORD-01493,46144,CUST-0460,FD003,Fried Rice & Chicken,Rice Meals,2,3000,0,6000,1580,3160,2840,Takeaway,POS,Lunch,11,5
ORD-01630,46144,CUST-0504,FD004,Beans & Plantain,Traditional Meals,3,2000,0,6000,960,2880,3120,Takeaway,Transfer,Lunch,11,4
ORD-01639,46144,CUST-0557,FD012,Fried Plantain,Sides,3,700,0,2100,300,900,1200,Walk-in,Transfer,Dinner,16,4
ORD-00008,46145,CUST-0421,FD006,Eba & Egusi Soup,Swallow,1,2600,0,2600,1320,1320,1280,Walk-in,POS,Lunch,13,5
ORD-00069,46145,CUST-0591,FD003,Fried Rice & Chicken,Rice Meals,4,3000,0.1,10800,1580,6320,4480,Takeaway,Transfer,Dinner,18,
ORD-00285,46145,CUST-0022,FD002,Jollof Rice & Chicken,Rice Meals,2,2800,0,5600,1450,2900,2700,Walk-in,Cash,Lunch,12,5
ORD-00999,46145,CUST-0580,FD009,Moi Moi,Sides,4,900,0,3600,380,1520,2080,Takeaway,Cash,Lunch,12,3
ORD-01249,46145,CUST-0208,FD005,Yam Porridge,Traditional Meals,1,2200,0,2200,1050,1050,1150,Walk-in,Transfer,Dinner,16,5
ORD-01352,46145,CUST-0017,FD003,Fried Rice & Chicken,Rice Meals,1,3000,0,3000,1580,1580,1420,Takeaway,POS,Breakfast,10,4
ORD-01529,46145,CUST-0087,FD008,Pounded Yam & Vegetable Soup,Swallow,4,3200,0,12800,1710,6840,5960,Walk-in,Cash,Lunch,14,5
ORD-01640,46145,CUST-0024,FD006,Eba & Egusi Soup,Swallow,4,2600,0,10400,1320,5280,5120,Walk-in,Transfer,Breakfast,10,5
ORD-00100,46146,CUST-0169,FD003,Fried Rice & Chicken,Rice Meals,4,3000,0,12000,1580,6320,5680,Walk-in,Transfer,Lunch,12,4
ORD-00182,46146,CUST-0356,FD008,Pounded Yam & Vegetable Soup,Swallow,4,3200,0,12800,1710,6840,5960,Walk-in,Transfer,Lunch,14,5
ORD-00211,46146,CUST-0215,FD008,Pounded Yam & Vegetable Soup,Swallow,3,3200,0.05,9120,1710,5130,3990,Takeaway,Transfer,Lunch,12,3
ORD-00368,46146,CUST-0431,FD004,Beans & Plantain,Traditional Meals,4,2000,0,8000,960,3840,4160,Walk-in,Transfer,Lunch,15,3
ORD-00638,46146,CUST-0418,FD009,Moi Moi,Sides,3,900,0,2700,380,1140,1560,Takeaway,POS,Lunch,15,5
ORD-00650,46146,CUST-0307,FD003,Fried Rice & Chicken,Rice Meals,1,3000,0,3000,1580,1580,1420,Walk-in,POS,Lunch,15,5
ORD-00952,46146,CUST-0255,FD009,Moi Moi,Sides,4,900,0,3600,380,1520,2080,Delivery,Cash,Breakfast,9,5
ORD-00979,46146,CUST-0611,FD009,Moi Moi,Sides,4,900,0.1,3240,380,1520,1720,Delivery,Cash,Breakfast,8,4
ORD-01063,46146,CUST-0071,FD006,Eba & Egusi Soup,Swallow,4,2600,0.1,9360,1320,5280,4080,Walk-in,Transfer,Lunch,13,4
ORD-01163,46146,CUST-0119,FD003,Fried Rice & Chicken,Rice Meals,1,3000,0,3000,1580,1580,1420,Walk-in,Cash,Lunch,15,4
ORD-01260,46146,CUST-0186,FD004,Beans & Plantain,Traditional Meals,1,2000,0,2000,960,960,1040,Takeaway,POS,Breakfast,9,5
ORD-01528,46146,CUST-0547,FD001,White Rice & Stew,Rice Meals,1,1800,0,1800,820,820,980,Walk-in,Transfer,Lunch,14,4
ORD-01674,46146,CUST-0052,FD001,White Rice & Stew,Rice Meals,1,1800,0,1800,820,820,980,Delivery,Cash,Lunch,14,4
ORD-00369,46147,CUST-0503,FD010,Soft Drink,Beverages,1,600,0.05,570,280,280,290,Walk-in,POS,Lunch,15,5
ORD-00395,46147,CUST-0437,FD006,Eba & Egusi Soup,Swallow,1,2600,0,2600,1320,1320,1280,Takeaway,Transfer,Lunch,12,4
ORD-01722,46147,CUST-0240,FD008,Pounded Yam & Vegetable Soup,Swallow,4,3200,0,12800,1710,6840,5960,Walk-in,POS,Lunch,13,5
ORD-00041,46148,CUST-0378,FD001,White Rice & Stew,Rice Meals,3,1800,0,5400,820,2460,2940,Walk-in,Transfer,Lunch,11,5
ORD-00336,46148,CUST-0564,FD002,Jollof Rice & Chicken,Rice Meals,3,2800,0,8400,1450,4350,4050,Delivery,Transfer,Lunch,14,3
ORD-01137,46148,CUST-0259,FD002,Jollof Rice & Chicken,Rice Meals,4,2800,0,11200,1450,5800,5400,Walk-in,Transfer,Dinner,17,3
ORD-01251,46148,CUST-0427,FD002,Jollof Rice & Chicken,Rice Meals,3,2800,0,8400,1450,4350,4050,Takeaway,POS,Dinner,16,4
ORD-01190,46149,CUST-0083,FD005,Yam Porridge,Traditional Meals,3,2200,0,6600,1050,3150,3450,Takeaway,Cash,Lunch,12,3
ORD-01265,46149,CUST-0432,FD010,Soft Drink,Beverages,1,600,0,600,280,280,320,Takeaway,Cash,Dinner,19,5
ORD-01482,46149,CUST-0445,FD002,Jollof Rice & Chicken,Rice Meals,1,2800,0,2800,1450,1450,1350,Delivery,POS,Breakfast,8,4
ORD-01650,46149,CUST-0539,FD011,Bottled Water,Beverages,4,300,0,1200,120,480,720,Walk-in,Cash,Dinner,19,3
ORD-00060,46150,CUST-0187,FD001,White Rice & Stew,Rice Meals,3,1800,0,5400,820,2460,2940,Walk-in,POS,Dinner,17,4
ORD-00155,46150,CUST-0318,FD012,Fried Plantain,Sides,2,700,0,1400,300,600,800,Takeaway,POS,Breakfast,10,5
ORD-00231,46150,CUST-0352,FD006,Eba & Egusi Soup,Swallow,3,2600,0,7800,1320,3960,3840,Delivery,Transfer,Lunch,11,4
ORD-00513,46150,CUST-0207,FD005,Yam Porridge,Traditional Meals,4,2200,0,8800,1050,4200,4600,Takeaway,Transfer,Lunch,14,4
ORD-00543,46150,CUST-0263,FD002,Jollof Rice & Chicken,Rice Meals,2,2800,0,5600,1450,2900,2700,Walk-in,Transfer,Lunch,13,3
ORD-00903,46150,CUST-0447,FD005,Yam Porridge,Traditional Meals,3,2200,0,6600,1050,3150,3450,Walk-in,Cash,Lunch,11,4
ORD-01124,46150,CUST-0474,FD003,Fried Rice & Chicken,Rice Meals,4,3000,0,12000,1580,6320,5680,Walk-in,Transfer,Lunch,13,4
ORD-01770,46150,CUST-0395,FD004,Beans & Plantain,Traditional Meals,4,2000,0,8000,960,3840,4160,Walk-in,Transfer,Lunch,12,4
ORD-00164,46151,CUST-0209,FD005,Yam Porridge,Traditional Meals,1,2200,0,2200,1050,1050,1150,Walk-in,POS,Lunch,12,3
ORD-00223,46151,CUST-0052,FD001,White Rice & Stew,Rice Meals,3,1800,0,5400,820,2460,2940,Walk-in,Cash,Lunch,11,4
ORD-00717,46151,CUST-0391,FD007,Amala & Ewedu,Swallow,4,2500,0,10000,1250,5000,5000,Walk-in,POS,Breakfast,9,4
ORD-01537,46151,CUST-0639,FD001,White Rice & Stew,Rice Meals,2,1800,0.1,3240,820,1640,1600,Walk-in,POS,Lunch,12,5
ORD-00021,46152,CUST-0046,FD004,Beans & Plantain,Traditional Meals,4,2000,0,8000,960,3840,4160,Walk-in,Cash,Dinner,20,4
ORD-00703,46152,CUST-0078,FD008,Pounded Yam & Vegetable Soup,Swallow,4,3200,0,12800,1710,6840,5960,Takeaway,POS,Lunch,12,4
ORD-00922,46152,CUST-0559,FD007,Amala & Ewedu,Swallow,2,2500,0,5000,1250,2500,2500,Walk-in,Transfer,Dinner,20,3
ORD-01338,46152,CUST-0115,FD006,Eba & Egusi Soup,Swallow,3,2600,0,7800,1320,3960,3840,Walk-in,POS,Dinner,18,4
ORD-00418,46153,CUST-0582,FD007,Amala & Ewedu,Swallow,4,2500,0,10000,1250,5000,5000,Delivery,Cash,Dinner,18,4
ORD-00474,46153,CUST-0088,FD002,Jollof Rice & Chicken,Rice Meals,1,2800,0.1,2520,1450,1450,1070,Takeaway,POS,Lunch,13,4
ORD-00557,46153,CUST-0642,FD005,Yam Porridge,Traditional Meals,4,2200,0,8800,1050,4200,4600,Walk-in,Transfer,Dinner,17,4
ORD-00671,46153,CUST-0476,FD003,Fried Rice & Chicken,Rice Meals,4,3000,0,12000,1580,6320,5680,Delivery,Cash,Lunch,14,4
ORD-00721,46153,CUST-0263,FD004,Beans & Plantain,Traditional Meals,2,2000,0,4000,960,1920,2080,Walk-in,Cash,Dinner,19,4
ORD-01233,46153,CUST-0255,FD006,Eba & Egusi Soup,Swallow,1,2600,0.1,2340,1320,1320,1020,Takeaway,Transfer,Dinner,20,4
ORD-01402,46153,CUST-0189,FD007,Amala & Ewedu,Swallow,2,2500,0,5000,1250,2500,2500,Walk-in,POS,Dinner,19,4
ORD-01423,46153,CUST-0010,FD002,Jollof Rice & Chicken,Rice Meals,3,2800,0,8400,1450,4350,4050,Delivery,Cash,Lunch,14,5
ORD-01522,46153,CUST-0369,FD006,Eba & Egusi Soup,Swallow,1,2600,0,2600,1320,1320,1280,Walk-in,POS,Lunch,11,5
ORD-00347,46154,CUST-0461,FD001,White Rice & Stew,Rice Meals,3,1800,0,5400,820,2460,2940,Walk-in,Transfer,Breakfast,8,3
ORD-00471,46154,CUST-0532,FD002,Jollof Rice & Chicken,Rice Meals,3,2800,0,8400,1450,4350,4050,Takeaway,Transfer,Lunch,13,4
ORD-00825,46154,CUST-0536,FD006,Eba & Egusi Soup,Swallow,3,2600,0,7800,1320,3960,3840,Walk-in,Cash,Dinner,16,5
ORD-00884,46154,CUST-0522,FD004,Beans & Plantain,Traditional Meals,4,2000,0,8000,960,3840,4160,Takeaway,Transfer,Dinner,19,5
ORD-00930,46154,CUST-0114,FD008,Pounded Yam & Vegetable Soup,Swallow,2,3200,0,6400,1710,3420,2980,Delivery,POS,Lunch,13,4
ORD-00941,46154,CUST-0037,FD005,Yam Porridge,Traditional Meals,4,2200,0,8800,1050,4200,4600,Delivery,Transfer,Breakfast,10,5
ORD-00080,46155,CUST-0336,FD004,Beans & Plantain,Traditional Meals,2,2000,0,4000,960,1920,2080,Walk-in,Transfer,Lunch,13,5
ORD-00315,46155,CUST-0008,FD007,Amala & Ewedu,Swallow,3,2500,0,7500,1250,3750,3750,Delivery,Transfer,Lunch,14,4
ORD-00344,46155,CUST-0311,FD002,Jollof Rice & Chicken,Rice Meals,4,2800,0,11200,1450,5800,5400,Walk-in,Cash,Breakfast,9,4
ORD-00523,46155,CUST-0355,FD003,Fried Rice & Chicken,Rice Meals,2,3000,0,6000,1580,3160,2840,Walk-in,POS,Lunch,11,4
ORD-00601,46155,CUST-0326,FD001,White Rice & Stew,Rice Meals,1,1800,0,1800,820,820,980,Walk-in,POS,Lunch,14,4
ORD-00829,46155,CUST-0353,FD003,Fried Rice & Chicken,Rice Meals,4,3000,0,12000,1580,6320,5680,Walk-in,Transfer,Lunch,15,4
ORD-01136,46155,CUST-0315,FD002,Jollof Rice & Chicken,Rice Meals,3,2800,0,8400,1450,4350,4050,Takeaway,Cash,Lunch,11,4
ORD-01256,46155,CUST-0310,FD005,Yam Porridge,Traditional Meals,2,2200,0,4400,1050,2100,2300,Takeaway,Transfer,Lunch,11,4
ORD-01589,46155,CUST-0260,FD005,Yam Porridge,Traditional Meals,3,2200,0,6600,1050,3150,3450,Delivery,Cash,Lunch,14,5
ORD-01756,46155,CUST-0192,FD002,Jollof Rice & Chicken,Rice Meals,2,2800,0,5600,1450,2900,2700,Walk-in,Cash,Lunch,14,5
ORD-01026,46156,CUST-0361,FD007,Amala & Ewedu,Swallow,2,2500,0,5000,1250,2500,2500,Takeaway,Transfer,Lunch,14,
ORD-01154,46156,CUST-0337,FD003,Fried Rice & Chicken,Rice Meals,1,3000,0,3000,1580,1580,1420,Walk-in,POS,Breakfast,8,5
ORD-01443,46156,CUST-0440,FD002,Jollof Rice & Chicken,Rice Meals,2,2800,0,5600,1450,2900,2700,Walk-in,Transfer,Lunch,14,5
ORD-01527,46156,CUST-0491,FD008,Pounded Yam & Vegetable Soup,Swallow,4,3200,0,12800,1710,6840,5960,Walk-in,POS,Lunch,12,4
ORD-01542,46156,CUST-0229,FD003,Fried Rice & Chicken,Rice Meals,2,3000,0,6000,1580,3160,2840,Takeaway,Transfer,Lunch,13,3
ORD-01566,46156,CUST-0558,FD003,Fried Rice & Chicken,Rice Meals,3,3000,0,9000,1580,4740,4260,Takeaway,Transfer,Lunch,12,4
ORD-00098,46157,CUST-0574,FD012,Fried Plantain,Sides,4,700,0,2800,300,1200,1600,Walk-in,Transfer,Lunch,15,4
ORD-00300,46157,CUST-0426,FD003,Fried Rice & Chicken,Rice Meals,4,3000,0,12000,1580,6320,5680,Delivery,POS,Lunch,12,4
ORD-00552,46157,CUST-0106,FD003,Fried Rice & Chicken,Rice Meals,3,3000,0.05,8550,1580,4740,3810,Takeaway,POS,Dinner,19,
ORD-00662,46157,CUST-0088,FD009,Moi Moi,Sides,1,900,0,900,380,380,520,Takeaway,Transfer,Dinner,19,4
ORD-00818,46157,CUST-0285,FD002,Jollof Rice & Chicken,Rice Meals,2,2800,0,5600,1450,2900,2700,Walk-in,Cash,Lunch,14,5
ORD-01286,46157,CUST-0167,FD002,Jollof Rice & Chicken,Rice Meals,2,2800,0,5600,1450,2900,2700,Walk-in,POS,Dinner,18,4
ORD-01329,46157,CUST-0498,FD001,White Rice & Stew,Rice Meals,2,1800,0,3600,820,1640,1960,Walk-in,POS,Lunch,14,3
ORD-01615,46157,CUST-0190,FD008,Pounded Yam & Vegetable Soup,Swallow,4,3200,0,12800,1710,6840,5960,Takeaway,POS,Dinner,20,4
ORD-01734,46157,CUST-0428,FD005,Yam Porridge,Traditional Meals,4,2200,0,8800,1050,4200,4600,Walk-in,POS,Lunch,12,3
ORD-00282,46158,CUST-0539,FD001,White Rice & Stew,Rice Meals,2,1800,0.05,3420,820,1640,1780,Walk-in,Transfer,Lunch,13,3
ORD-00372,46158,CUST-0490,FD002,Jollof Rice & Chicken,Rice Meals,1,2800,0,2800,1450,1450,1350,Walk-in,POS,Lunch,11,4
ORD-00490,46158,CUST-0223,FD002,Jollof Rice & Chicken,Rice Meals,4,2800,0.1,10080,1450,5800,4280,Delivery,Transfer,Lunch,12,4
ORD-00931,46158,CUST-0190,FD001,White Rice & Stew,Rice Meals,4,1800,0,7200,820,3280,3920,Takeaway,Transfer,Lunch,11,4
ORD-00410,46159,CUST-0345,FD010,Soft Drink,Beverages,4,600,0,2400,280,1120,1280,Delivery,Transfer,Lunch,14,5
ORD-00497,46159,CUST-0574,FD003,Fried Rice & Chicken,Rice Meals,4,3000,0,12000,1580,6320,5680,Walk-in,POS,Dinner,19,5
ORD-01047,46159,CUST-0216,FD001,White Rice & Stew,Rice Meals,2,1800,0.05,3420,820,1640,1780,Walk-in,Cash,Dinner,19,5
ORD-01100,46159,CUST-0534,FD003,Fried Rice & Chicken,Rice Meals,4,3000,0,12000,1580,6320,5680,Delivery,Transfer,Lunch,13,5
ORD-01631,46159,CUST-0496,FD011,Bottled Water,Beverages,2,300,0,600,120,240,360,Delivery,Transfer,Dinner,18,5
ORD-00356,46160,CUST-0018,FD006,Eba & Egusi Soup,Swallow,2,2600,0,5200,1320,2640,2560,Walk-in,POS,Lunch,14,4
ORD-00840,46160,CUST-0304,FD004,Beans & Plantain,Traditional Meals,2,2000,0,4000,960,1920,2080,Walk-in,Transfer,Lunch,15,5
ORD-00894,46160,CUST-0410,FD004,Beans & Plantain,Traditional Meals,2,2000,0,4000,960,1920,2080,Delivery,Cash,Lunch,11,4
ORD-00989,46160,CUST-0519,FD010,Soft Drink,Beverages,4,600,0.05,2280,280,1120,1160,Takeaway,Cash,Dinner,17,5
ORD-01159,46160,CUST-0189,FD001,White Rice & Stew,Rice Meals,3,1800,0.05,5130,820,2460,2670,Takeaway,Cash,Dinner,18,3
ORD-01393,46160,CUST-0393,FD005,Yam Porridge,Traditional Meals,2,2200,0,4400,1050,2100,2300,Walk-in,POS,Lunch,15,3
ORD-01441,46160,CUST-0116,FD003,Fried Rice & Chicken,Rice Meals,1,3000,0,3000,1580,1580,1420,Takeaway,POS,Dinner,19,5
ORD-01513,46160,CUST-0507,FD010,Soft Drink,Beverages,3,600,0,1800,280,840,960,Takeaway,Cash,Lunch,15,4
ORD-01601,46160,CUST-0587,FD002,Jollof Rice & Chicken,Rice Meals,1,2800,0,2800,1450,1450,1350,Delivery,Transfer,Lunch,13,4
ORD-00183,46161,CUST-0094,FD002,Jollof Rice & Chicken,Rice Meals,4,2800,0,11200,1450,5800,5400,Walk-in,Transfer,Dinner,20,5
ORD-00458,46161,CUST-0516,FD007,Amala & Ewedu,Swallow,2,2500,0,5000,1250,2500,2500,Delivery,Cash,Lunch,12,3
ORD-00484,46161,CUST-0347,FD005,Yam Porridge,Traditional Meals,1,2200,0,2200,1050,1050,1150,Takeaway,Transfer,Lunch,11,3
ORD-01038,46161,CUST-0144,FD006,Eba & Egusi Soup,Swallow,2,2600,0,5200,1320,2640,2560,Walk-in,POS,Breakfast,8,5
ORD-01273,46161,CUST-0601,FD001,White Rice & Stew,Rice Meals,2,1800,0,3600,820,1640,1960,Delivery,POS,Lunch,11,5
ORD-01572,46161,CUST-0440,FD003,Fried Rice & Chicken,Rice Meals,2,3000,0,6000,1580,3160,2840,Takeaway,POS,Lunch,14,4
ORD-01636,46161,CUST-0366,FD001,White Rice & Stew,Rice Meals,1,1800,0,1800,820,820,980,Walk-in,POS,Breakfast,10,4
ORD-00047,46162,CUST-0220,FD006,Eba & Egusi Soup,Swallow,3,2600,0,7800,1320,3960,3840,Walk-in,Transfer,Lunch,15,4
ORD-00090,46162,CUST-0538,FD006,Eba & Egusi Soup,Swallow,4,2600,0,10400,1320,5280,5120,Takeaway,Transfer,Breakfast,10,5
ORD-00190,46162,CUST-0182,FD010,Soft Drink,Beverages,3,600,0,1800,280,840,960,Walk-in,Transfer,Dinner,18,5
ORD-00254,46162,CUST-0150,FD009,Moi Moi,Sides,2,900,0,1800,380,760,1040,Takeaway,Cash,Breakfast,9,3
ORD-00430,46162,CUST-0357,FD001,White Rice & Stew,Rice Meals,2,1800,0,3600,820,1640,1960,Walk-in,Cash,Lunch,11,5
ORD-00771,46162,CUST-0584,FD003,Fried Rice & Chicken,Rice Meals,3,3000,0,9000,1580,4740,4260,Walk-in,POS,Lunch,11,5
ORD-01059,46162,CUST-0165,FD004,Beans & Plantain,Traditional Meals,1,2000,0,2000,960,960,1040,Walk-in,Cash,Lunch,14,4
ORD-01126,46162,CUST-0197,FD006,Eba & Egusi Soup,Swallow,2,2600,0,5200,1320,2640,2560,Delivery,Transfer,Lunch,14,5
ORD-01342,46162,CUST-0096,FD012,Fried Plantain,Sides,2,700,0,1400,300,600,800,Walk-in,POS,Lunch,14,4
